path,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,flatness_mean,flatness_std,mos,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00007_chp_0008_reader_01326_7_seg_live_skype_3.wav,1673.8340451638473,1346.0689208317153,1401.885983112092,526.9166738843236,2916.3105413105413,1999.736450624924,0.011677929200232029,0.01990317739546299,1.6,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00007_chp_0008_reader_01326_7_seg_live_skype_602.wav,2241.5169643257213,1165.7163995566143,1807.7324376193046,335.356390430706,4226.36217948718,1439.3031308920322,0.02799457497894764,0.03412627801299095,2.2,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00028_chp_0015_reader_08897_0_seg_live_phone_4.wav,848.7759481736343,518.2419102391075,781.1570398377736,273.1295914933771,1465.9161813643927,1024.5135792224767,0.001660625683143735,0.0039931489154696465,2.0,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00028_chp_0015_reader_08897_0_seg_live_phone_603.wav,1017.4535105300605,457.13960522761647,864.0915376951884,170.50499607048397,1889.5850665557405,860.7150764456711,0.00015563487249892205,0.0008025338756851852,2.0,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00028_chp_0015_reader_08897_0_seg_live_skype_4.wav,1087.1990091915854,800.2539958871857,1298.7785110819075,479.8271443032461,1954.4509151414309,1618.0634722732302,0.009403673000633717,0.017267731949687004,2.2,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00028_chp_0015_reader_08897_0_seg_live_skype_603.wav,1576.7918268089174,728.9938651889419,1723.6849789784997,305.50634999135906,3302.126663893511,1443.1368192423656,0.030987782403826714,0.04227085039019585,1.8,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00053_chp_0013_reader_05953_12_seg_live_phone_5.wav,1227.7695392511262,591.773136284363,916.9961190953676,222.0131544515193,2209.6711346633415,882.1092503969857,0.0014005645643919706,0.0032603333238512278,2.8,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00053_chp_0013_reader_05953_12_seg_live_phone_604.wav,1358.6486564625247,349.98946690853955,968.9522023287047,98.85644705791067,2548.004987531172,444.5261141411478,0.00018124846974387765,0.0006392864161171019,1.4,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00053_chp_0013_reader_05953_12_seg_live_skype_5.wav,1725.5871468596968,1288.4893381501645,1528.2245207846734,562.5599778739125,3086.502493765586,2142.2584538915853,0.02413119003176689,0.036352138966321945,2.8,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00053_chp_0013_reader_05953_12_seg_live_skype_604.wav,2145.2798282782815,643.4849196273095,1932.1973523815373,242.24100128464494,4396.781483790523,1154.6106575623076,0.06199324503540993,0.0543520450592041,1.2,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00081_chp_0018_reader_01595_26_seg_live_phone_606.wav,1053.6596692027715,461.95558577688337,945.4924733008991,243.0746875538361,2006.578947368421,959.2014112126316,0.0021481856238096952,0.0045587182976305485,2.6,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00081_chp_0018_reader_01595_26_seg_live_phone_7.wav,907.9012468498667,389.20518638061935,835.6498828383159,222.9821978106165,1719.2320780399275,849.1042629006913,0.000600219878833741,0.001403133850544691,2.0,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00081_chp_0018_reader_01595_26_seg_live_skype_606.wav,1413.1700007677307,965.6424502345078,1519.761417026291,536.7032836132515,2803.9360254083485,1943.4886458334345,0.013271856121718884,0.02529735304415226,2.875,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00081_chp_0018_reader_01595_26_seg_live_skype_7.wav,1217.968810375232,799.5179976711217,1351.0132408578938,472.64858601608233,2376.7298094373864,1618.3409110064865,0.0074476208537817,0.016461225226521492,2.0,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00084_chp_0006_reader_04891_15_seg_live_phone_607.wav,1102.1339756188452,390.05713228026366,834.8132948764485,174.8857764246433,1952.3026315789473,770.8965368433834,0.00036988084320910275,0.0012532291002571583,1.25,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00084_chp_0006_reader_04891_15_seg_live_phone_8.wav,923.5991390191178,453.38045110659317,755.7321401093922,270.82399363598694,1608.0138384754991,900.1403141694215,0.001783770159818232,0.003379778703674674,1.77777777777778,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00084_chp_0006_reader_04891_15_seg_live_skype_607.wav,1524.3308779732683,690.3942319845816,1530.7401080994216,493.90826767181716,3046.5063520871145,1569.9011833781683,0.03766722232103348,0.04224522039294243,1.6,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00084_chp_0006_reader_04891_15_seg_live_skype_8.wav,866.595207024298,397.8453874817061,975.7190806426597,321.30415937242736,1485.7078039927405,815.8471990519391,0.006206187419593334,0.027504967525601387,1.4,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00084_chp_0006_reader_04891_43_seg_live_phone_608.wav,1125.2520436640668,395.46712781402846,886.9210922767204,169.8284077339943,2097.66333938294,728.2709954301735,0.0004688363987952471,0.0021292977035045624,1.4,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00084_chp_0006_reader_04891_43_seg_live_phone_9.wav,895.536912495894,432.2828564867702,795.1520999216928,260.0455617691364,1603.0512704174228,915.9658046875032,0.001150802825577557,0.002134124282747507,1.75,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00084_chp_0006_reader_04891_43_seg_live_skype_608.wav,1587.0788665855157,692.1690078432405,1638.6522616948957,417.3457674376528,3228.5900635208714,1492.4560145206922,0.038321223109960556,0.04369519278407097,1.0,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00084_chp_0006_reader_04891_43_seg_live_skype_9.wav,981.674370699829,455.19731617132527,1146.0739455641658,324.93257426983274,1674.9659709618875,930.115787711065,0.007043542340397835,0.011387850157916546,1.2,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00128_chp_0064_reader_00927_19_seg_live_phone_11.wav,1100.2399987727617,441.3092745166133,928.0858006895186,204.59530228145536,2086.2649700598804,803.9797989478445,0.0013036057353019714,0.0021320651285350323,1.7,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00128_chp_0064_reader_00927_19_seg_live_phone_610.wav,1147.9677348600342,393.3144275139479,967.3660185226821,177.87656379874846,2231.006736526946,735.2224556161855,0.0013921960489824414,0.002369245747104287,1.6,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00128_chp_0064_reader_00927_19_seg_live_skype_11.wav,1513.4277272806046,865.9136379256759,1453.3381864824917,398.42222600978357,2845.4029441117764,1582.540732277192,0.02674940414726734,0.03367508947849274,2.0,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00128_chp_0064_reader_00927_19_seg_live_skype_610.wav,1686.7502999547446,946.9036832304661,1740.3109063174804,539.3461644084556,3520.7709580838323,1866.6071645358288,0.023913392797112465,0.03225208818912506,2.2,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00162_chp_0028_reader_08756_4_seg_live_phone_12.wav,1049.7765950366138,479.9050479326161,910.1955498894677,239.01661806225763,1977.9014143094842,934.7826669144226,0.001686259638518095,0.003198605962097645,2.85714285714286,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00162_chp_0028_reader_08756_4_seg_live_phone_611.wav,1119.0874984265008,416.74702779873894,923.165386010273,175.4354183542267,2140.8069883527455,771.8093589016556,0.0006829387857578695,0.0017346878303214908,1.8,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00162_chp_0028_reader_08756_4_seg_live_skype_12.wav,1041.7644050833633,733.3829773049276,1119.5898353365233,391.40831752326335,1846.7398086522462,1301.1254961987681,0.0072810049168765545,0.013757124543190002,2.4,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00162_chp_0028_reader_08756_4_seg_live_skype_611.wav,1179.5645752298165,671.7447013607419,1175.5137054947827,365.976519989514,2251.4299084858567,1230.4873868234006,0.007567134220153093,0.020223727449774742,1.5,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00164_chp_0011_reader_07639_3_seg_live_phone_13.wav,951.258688766006,465.2452469422063,855.7832644091569,223.41969084072122,1773.4245008319467,915.9187184675204,0.0007028350373730063,0.0017437394708395004,2.4,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00164_chp_0011_reader_07639_3_seg_live_phone_612.wav,1042.3285701255706,384.47150842521177,932.3236794599112,179.05339300633625,2064.7098585690514,789.7141786492053,0.0007527931593358517,0.0014486158033832908,2.0,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00164_chp_0011_reader_07639_3_seg_live_skype_13.wav,1165.4703421872036,842.9483214375718,1229.0043773872567,429.34887154375247,2146.786605657238,1528.5059824159964,0.00981132872402668,0.020844964310526848,3.0,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00164_chp_0011_reader_07639_3_seg_live_skype_612.wav,1112.7003528687474,676.5522837547123,1220.6172305147547,376.1599770134201,2093.7759983361066,1299.4015815474272,0.0063155232928693295,0.013621660880744457,2.2,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00166_chp_0026_reader_01339_0_seg_live_phone_14.wav,1157.2394736566134,343.9313736389462,926.8160655472014,141.89834771157285,2218.6365698729583,609.503311943194,0.0008966270252130926,0.001208389992825687,1.8,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00166_chp_0026_reader_01339_0_seg_live_phone_613.wav,1347.6260447437137,428.1684581317643,1039.5473208859285,163.43666921707387,2523.2531760435572,691.1944928133752,0.002911321585997939,0.0033040023408830166,1.6,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00166_chp_0026_reader_01339_0_seg_live_skype_14.wav,1266.3896574551989,350.278403740934,1182.0918928074068,226.25532886807304,2091.5097549909256,786.1511625263593,0.007202954031527042,0.010603371076285839,1.5,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00166_chp_0026_reader_01339_0_seg_live_skype_613.wav,1416.8627465759525,716.9350957891277,1483.2681015256014,352.12272002141947,2713.7307168784027,1330.4591327257795,0.01854853704571724,0.016425857320427895,1.8,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00167_chp_0022_reader_10001_5_seg_live_phone_15.wav,1174.8247641637106,319.7226309853389,920.3371737146259,212.04479423170937,2222.4516832917707,721.6371446422387,0.000603889930061996,0.001075965934433043,2.2,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00167_chp_0022_reader_10001_5_seg_live_phone_614.wav,961.628605462427,350.5759143756568,860.9409917020804,208.0067719101672,1835.4894014962595,837.1586079580859,0.0005625091143883765,0.0012620763154700398,1.6,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00167_chp_0022_reader_10001_5_seg_live_skype_15.wav,1764.3071594207115,730.6321507988424,1571.2556106615934,390.991226389092,3363.232543640898,1367.0838063196363,0.01679365336894989,0.023324275389313698,1.42857142857143,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00167_chp_0022_reader_10001_5_seg_live_skype_614.wav,852.9428199859524,463.1465818552314,1198.2282836205202,453.9757430437862,1791.8485037406483,1394.5646348755736,0.0019725249148905277,0.0042563751339912415,2.0,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00194_chp_0064_reader_09510_2_seg_live_phone_16.wav,995.9184642173561,447.85732221019884,867.0228413740066,285.6514776711905,1832.747277676951,1027.8437867876426,0.001707729185000062,0.0021513199899345636,2.0,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00194_chp_0064_reader_09510_2_seg_live_phone_615.wav,1017.4315077560859,377.92015689559156,894.596799190639,219.03969793389166,1889.97277676951,882.9249919112455,0.0010602101683616638,0.001428597024641931,1.0,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00194_chp_0064_reader_09510_2_seg_live_skype_16.wav,1134.5246292760391,705.1573988616141,1192.3554651021616,468.76152882158135,1982.5601179673322,1403.1790813565333,0.014589830301702023,0.018708644434809685,2.2,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00194_chp_0064_reader_09510_2_seg_live_skype_615.wav,859.9097064136749,459.92451904221895,1134.2219754227153,374.43712416658656,1593.1544918330308,1123.35133745042,0.0061617339961230755,0.013644540682435036,1.6,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00194_chp_0071_reader_00639_3_seg_live_phone_17.wav,1337.724268499763,436.26134436881773,1022.8134959116373,173.77031727495026,2521.6442115768464,590.8270293657602,0.0016243349527940154,0.002577198203653097,3.2,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00194_chp_0071_reader_00639_3_seg_live_phone_616.wav,1583.268245835483,359.55528272813353,1093.5164167422922,165.99497035533741,2841.067864271457,479.6314948931551,0.008906159549951553,0.07831700891256332,1.2,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00194_chp_0071_reader_00639_3_seg_live_skype_17.wav,1760.9876645981387,832.8950557805468,1553.8321482975332,297.4179942590322,3215.9119261477044,1263.4842326416126,0.022157730534672737,0.027138300240039825,3.0,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00194_chp_0071_reader_00639_3_seg_live_skype_616.wav,1662.5042118533029,856.2098026138176,1626.6268101372714,336.22054574578124,3383.327095808383,1327.5572100323138,0.01887081377208233,0.02243315801024437,1.4,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00199_chp_0010_reader_05540_1_seg_live_phone_18.wav,1201.3353678481146,452.4162654020338,1003.0837532442215,182.09611183727404,2314.420681063123,766.2632580907069,0.0021340125240385532,0.002070253947749734,1.25,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00199_chp_0010_reader_05540_1_seg_live_phone_617.wav,1418.3228137343149,233.8908021955619,1081.923136645418,79.56357153369807,2688.330564784053,392.12559518668456,0.0025971406139433384,0.0016698192339390516,1.2,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00199_chp_0010_reader_05540_1_seg_live_skype_18.wav,1776.4339694996436,858.9999576100324,1705.9940879508,370.7619530258881,3409.9356312292357,1460.50299961929,0.03235425800085068,0.030001908540725708,1.6,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00199_chp_0010_reader_05540_1_seg_live_skype_617.wav,1445.9380206716025,824.1255274659628,1680.5011939655737,478.0415066142305,3144.8816445182724,1621.2010315614011,0.012842575088143349,0.016644025221467018,1.22222222222222,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00255_chp_0010_reader_04471_3_seg_live_phone_19.wav,715.2249562365705,471.9524233747061,711.7483947787235,279.696421580808,1226.4065335753176,1010.445200564749,0.0007909564301371574,0.0018720808438956738,1.5,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00255_chp_0010_reader_04471_3_seg_live_phone_618.wav,1051.7233827329992,475.8109500231582,952.3972368777363,250.57221595169753,1979.80943738657,995.9624112602045,0.005268512759357691,0.06015268713235855,1.2,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00255_chp_0010_reader_04471_3_seg_live_skype_19.wav,986.6500369029212,991.3899087296927,1185.436956096726,616.9064951726172,1807.8493647912885,2004.1800500111192,0.006569150369614363,0.016169363632798195,1.625,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00255_chp_0010_reader_04471_3_seg_live_skype_618.wav,1080.8944817681183,908.1225045049047,1393.1264860920264,592.545195524531,2035.7588475499092,2005.5014509792188,0.005484601017087698,0.011659265495836735,1.6,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00326_chp_0021_reader_01025_17_seg_live_phone_20.wav,956.2324227657382,452.0022225319639,833.9033245844806,273.21965631711896,1766.4707977207977,921.023894378132,0.0014062951086089015,0.002480090828612447,2.6,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00326_chp_0021_reader_01025_17_seg_live_phone_619.wav,1257.144134465584,338.35182519480543,1055.858184172592,222.52597751760112,2393.6075498575497,706.9780128261683,0.005119037814438343,0.00820130854845047,1.0,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00326_chp_0021_reader_01025_17_seg_live_skype_20.wav,1317.8505067078775,895.1841910844539,1318.7694972033155,435.3771108731893,2351.985398860399,1533.740736594408,0.014863641932606697,0.020856712013483047,2.4,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00326_chp_0021_reader_01025_17_seg_live_skype_619.wav,1201.6112584296513,815.8131803693824,1412.6936903152846,532.7873181439583,2381.4102564102564,1729.0936412738515,0.00786528829485178,0.012125656940042973,2.4,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00334_chp_0004_reader_01098_4_seg_live_phone_21.wav,943.0510178689178,423.0098169738815,839.4116056690495,263.6802391730119,1776.846945137157,911.0732551784479,0.0012278036447241902,0.002505979500710964,2.4,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00334_chp_0004_reader_01098_4_seg_live_phone_620.wav,1326.1056156175164,272.31954153112355,1095.4885117832061,161.19543237947522,2569.5137157107233,493.61967294048793,0.003788283094763756,0.005918053910136223,1.0,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00334_chp_0004_reader_01098_4_seg_live_skype_21.wav,1182.3934314804264,875.419285737613,1293.1170451540786,447.1355749246137,2171.134663341646,1592.1604440330332,0.008209086954593658,0.016887454316020012,2.8,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00334_chp_0004_reader_01098_4_seg_live_skype_620.wav,1241.9657140595061,849.981485422718,1466.5959045735613,441.7093048486924,2510.247817955112,1611.427776778208,0.005938188172876835,0.01094234548509121,2.0,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00344_chp_0001_reader_06220_1_seg_live_phone_22.wav,816.1136411706963,386.93474228847,750.8800480944606,255.2851349189127,1460.4979582577132,849.3580521822682,0.0009021442965604365,0.0038004706148058176,3.0,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00344_chp_0001_reader_06220_1_seg_live_phone_621.wav,1347.6179233081766,1045.859976546718,956.7711546711629,684.3322076610015,2329.0040834845736,1693.6069893232598,0.3519883155822754,0.46704572439193726,1.0,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00344_chp_0001_reader_06220_1_seg_live_skype_22.wav,950.6273022872737,649.5026191769838,1147.1273913612151,449.9174298238558,1627.6656079854808,1439.8643627164713,0.007274023722857237,0.016593441367149353,2.4,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00344_chp_0001_reader_06220_1_seg_live_skype_621.wav,1151.2103122692142,291.44303570491394,1444.3842190072446,218.0934116725436,2459.959165154265,794.3027096130147,0.008724229410290718,0.00962300505489111,1.0,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00346_chp_0034_reader_06353_8_seg_live_phone_23.wav,1092.8684079977895,370.11224509548964,919.3736421550632,196.59933966415554,2157.185628742515,690.6590669097485,0.0012934693368151784,0.002209101803600788,3.2,
/Users/jonassvirkaer/Desktop/python_projekter/P2 - Projekt/NISQA_Corpus/NISQA_TRAIN_LIVE/deg/book_00346_chp_0034_reader_06353_8_seg_live_skype_23.wav,1183.5707672779972,689.0730852227715,1287.6389622058014,400.2903413716291,2193.7375249500997,1291.8427439587313,0.012017644941806793,0.018030259758234024,3.2,
